Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-100659,2021-09-08,2021-09-13,First Class,CUST-8368,Customer 779,Home Office,United States,Houston,California,53891,South,PROD-9608,Office Supplies,Binders,Product 87,431.96,7,0.1,-16.36
ORD-100660,2021-08-16,2021-08-22,Standard Class,CUST-1048,Customer 944,Home Office,United States,Miami,Florida,13939,South,PROD-3437,Furniture,Furnishings,Product 439,613.39,5,0.2,44.65
ORD-100661,2022-06-07,2022-06-09,Second Class,CUST-9793,Customer 878,Consumer,United States,Los Angeles,Florida,15118,South,PROD-1662,Furniture,Tables,Product 427,269.9,10,0.05,53.53
ORD-100662,2023-03-21,2023-03-23,Second Class,CUST-5666,Customer 606,Corporate,United States,Miami,California,15882,East,PROD-6866,Office Supplies,Binders,Product 65,952.68,8,0.2,-63.49
ORD-100663,2024-10-17,2024-10-23,Same Day,CUST-8978,Customer 616,Consumer,United States,New York City,New York,42680,Central,PROD-4278,Office Supplies,Binders,Product 226,211.51,5,0.1,-7.48
ORD-100664,2023-05-21,2023-05-27,First Class,CUST-3578,Customer 408,Corporate,United States,Chicago,California,30452,Central,PROD-3807,Furniture,Furnishings,Product 343,941.43,3,0.1,46.67
ORD-100665,2023-01-17,2023-01-24,First Class,CUST-3991,Customer 541,Consumer,United States,Los Angeles,Texas,47033,East,PROD-7659,Technology,Machines,Product 392,50.69,3,0.05,2.58
ORD-100666,2023-07-10,2023-07-17,First Class,CUST-9438,Customer 514,Corporate,United States,Miami,Texas,92772,South,PROD-4324,Office Supplies,Paper,Product 187,752.53,10,0.0,54.52
ORD-100667,2024-07-15,2024-07-18,Same Day,CUST-2731,Customer 933,Corporate,United States,New York City,Florida,71215,Central,PROD-1058,Furniture,Bookcases,Product 298,501.14,3,0.1,88.14
ORD-100668,2024-12-29,2024-12-30,Standard Class,CUST-9094,Customer 90,Home Office,United States,Chicago,New York,28486,Central,PROD-4262,Technology,Copiers,Product 324,435.39,8,0.2,-59.36
ORD-100669,2022-12-26,2022-12-29,Same Day,CUST-9710,Customer 277,Home Office,United States,Chicago,California,92553,East,PROD-8917,Office Supplies,Binders,Product 340,366.61,9,0.05,26.67
ORD-100670,2023-10-24,2023-10-30,Second Class,CUST-3007,Customer 307,Corporate,United States,Miami,Florida,16378,Central,PROD-7853,Technology,Phones,Product 248,974.08,6,0.05,112.41
ORD-100671,2021-02-24,2021-03-01,Same Day,CUST-2265,Customer 61,Consumer,United States,Houston,Florida,94880,West,PROD-8335,Furniture,Tables,Product 261,800.73,7,0.05,135.54
ORD-100672,2023-09-07,2023-09-11,Standard Class,CUST-2891,Customer 303,Corporate,United States,Miami,Texas,90142,South,PROD-6863,Office Supplies,Binders,Product 17,860.85,3,0.05,129.02
ORD-100673,2022-02-18,2022-02-22,First Class,CUST-1566,Customer 767,Home Office,United States,Los Angeles,New York,19973,East,PROD-1127,Furniture,Chairs,Product 78,475.4,6,0.05,29.32
ORD-100674,2021-05-25,2021-05-26,Same Day,CUST-1402,Customer 833,Home Office,United States,Houston,California,55091,East,PROD-8439,Technology,Machines,Product 219,806.54,5,0.0,123.78
ORD-100675,2022-06-26,2022-06-29,Second Class,CUST-5128,Customer 669,Corporate,United States,New York City,Florida,68268,South,PROD-3195,Furniture,Tables,Product 219,498.38,2,0.0,120.61
ORD-100676,2023-04-26,2023-05-03,Standard Class,CUST-3675,Customer 911,Corporate,United States,Miami,California,22630,East,PROD-6209,Office Supplies,Storage,Product 413,847.71,3,0.05,196.3
ORD-100677,2021-02-23,2021-03-02,First Class,CUST-8808,Customer 916,Home Office,United States,Los Angeles,California,53989,Central,PROD-9017,Technology,Accessories,Product 323,719.12,2,0.05,127.83
ORD-100678,2021-02-08,2021-02-11,Second Class,CUST-8047,Customer 547,Consumer,United States,Miami,Illinois,91345,Central,PROD-2536,Technology,Machines,Product 137,993.01,2,0.1,33.07
ORD-100679,2022-11-19,2022-11-25,First Class,CUST-4511,Customer 993,Home Office,United States,Miami,New York,65193,East,PROD-7104,Furniture,Furnishings,Product 308,249.47,9,0.1,49.75
ORD-100680,2022-04-06,2022-04-09,Second Class,CUST-2953,Customer 494,Home Office,United States,Miami,Illinois,14158,South,PROD-8203,Technology,Phones,Product 370,500.91,7,0.05,18.02
ORD-100681,2023-11-14,2023-11-15,Same Day,CUST-1723,Customer 78,Home Office,United States,Los Angeles,California,95098,East,PROD-7569,Technology,Phones,Product 401,736.04,8,0.2,47.28
ORD-100682,2022-04-18,2022-04-21,Same Day,CUST-2902,Customer 967,Corporate,United States,New York City,New York,60277,Central,PROD-8304,Technology,Machines,Product 430,519.84,10,0.05,105.82
ORD-100683,2021-02-05,2021-02-09,Standard Class,CUST-2760,Customer 493,Consumer,United States,Miami,Texas,76595,East,PROD-9225,Office Supplies,Accessories,Product 350,117.86,4,0.2,4.36
ORD-100684,2024-03-29,2024-04-05,Same Day,CUST-3190,Customer 610,Corporate,United States,Miami,California,83627,South,PROD-9627,Furniture,Chairs,Product 24,893.99,9,0.2,-133.64
ORD-100685,2024-04-10,2024-04-13,First Class,CUST-7038,Customer 228,Consumer,United States,New York City,Texas,77983,South,PROD-1253,Office Supplies,Storage,Product 454,998.36,5,0.1,90.79
ORD-100686,2024-02-01,2024-02-06,First Class,CUST-6620,Customer 618,Consumer,United States,Chicago,California,44850,West,PROD-3772,Furniture,Furnishings,Product 177,538.19,9,0.1,-11.6
ORD-100687,2024-07-19,2024-07-23,Second Class,CUST-4855,Customer 809,Consumer,United States,New York City,Florida,90475,South,PROD-1061,Furniture,Tables,Product 392,332.31,6,0.0,39.4
ORD-100688,2021-05-04,2021-05-08,Standard Class,CUST-4239,Customer 836,Consumer,United States,New York City,Florida,31003,Central,PROD-5548,Furniture,Chairs,Product 315,500.0,2,0.0,37.24
ORD-100689,2021-08-13,2021-08-15,Standard Class,CUST-6863,Customer 89,Corporate,United States,Chicago,California,29089,East,PROD-5983,Furniture,Furnishings,Product 148,26.26,6,0.2,-3.58
ORD-100690,2023-02-05,2023-02-08,Second Class,CUST-1440,Customer 391,Consumer,United States,Chicago,New York,42237,West,PROD-3829,Technology,Phones,Product 321,49.37,4,0.0,4.01
ORD-100691,2022-11-09,2022-11-13,Same Day,CUST-9553,Customer 367,Consumer,United States,Houston,Texas,96971,West,PROD-1444,Office Supplies,Accessories,Product 25,900.05,9,0.05,153.24
ORD-100692,2023-09-14,2023-09-20,First Class,CUST-9180,Customer 256,Corporate,United States,Chicago,Illinois,12588,West,PROD-9392,Office Supplies,Storage,Product 478,113.88,5,0.05,24.43
ORD-100693,2024-07-08,2024-07-15,Same Day,CUST-8255,Customer 210,Consumer,United States,Chicago,California,26888,South,PROD-5904,Furniture,Bookcases,Product 161,337.69,6,0.2,18.52
ORD-100694,2023-07-21,2023-07-22,Same Day,CUST-8560,Customer 215,Home Office,United States,Chicago,Illinois,35819,West,PROD-1753,Technology,Machines,Product 85,582.42,2,0.1,27.14
ORD-100695,2023-03-16,2023-03-20,First Class,CUST-9080,Customer 440,Consumer,United States,Los Angeles,California,57158,Central,PROD-5786,Technology,Phones,Product 437,742.59,9,0.2,-99.67
ORD-100696,2024-01-02,2024-01-03,Same Day,CUST-7654,Customer 900,Corporate,United States,New York City,California,58948,East,PROD-2800,Technology,Accessories,Product 253,104.81,4,0.2,-14.02
ORD-100697,2023-06-11,2023-06-18,First Class,CUST-4348,Customer 239,Consumer,United States,Miami,New York,95579,West,PROD-4613,Office Supplies,Binders,Product 446,908.14,4,0.1,114.95
ORD-100698,2024-01-26,2024-01-29,Second Class,CUST-1795,Customer 417,Corporate,United States,Chicago,New York,73964,East,PROD-6099,Technology,Accessories,Product 205,280.75,8,0.0,52.39
ORD-100699,2024-01-05,2024-01-11,Second Class,CUST-5675,Customer 77,Home Office,United States,Chicago,Texas,71016,Central,PROD-6469,Furniture,Tables,Product 34,909.67,3,0.05,40.87
ORD-100700,2024-05-02,2024-05-08,Standard Class,CUST-6402,Customer 457,Corporate,United States,Miami,Texas,31438,West,PROD-7758,Furniture,Chairs,Product 499,780.36,1,0.0,42.88
ORD-100701,2024-04-29,2024-05-05,Same Day,CUST-8198,Customer 606,Consumer,United States,Los Angeles,Texas,15283,Central,PROD-6088,Office Supplies,Paper,Product 257,141.59,7,0.05,15.68
ORD-100702,2022-05-02,2022-05-06,Standard Class,CUST-9849,Customer 269,Consumer,United States,Chicago,Illinois,65687,South,PROD-1495,Furniture,Chairs,Product 323,701.7,9,0.05,152.26
ORD-100703,2022-10-23,2022-10-29,First Class,CUST-6258,Customer 734,Home Office,United States,New York City,Florida,15111,East,PROD-4812,Furniture,Bookcases,Product 474,391.36,2,0.1,18.83
ORD-100704,2021-02-18,2021-02-20,Standard Class,CUST-1765,Customer 605,Corporate,United States,Chicago,Illinois,23250,South,PROD-4567,Furniture,Bookcases,Product 442,714.75,2,0.1,19.7
ORD-100705,2024-05-20,2024-05-21,Standard Class,CUST-6229,Customer 517,Consumer,United States,Chicago,Texas,35945,East,PROD-3194,Office Supplies,Paper,Product 74,587.62,4,0.05,141.94
ORD-100706,2023-01-12,2023-01-18,Standard Class,CUST-9009,Customer 755,Home Office,United States,Miami,New York,76256,Central,PROD-5581,Technology,Phones,Product 15,830.52,10,0.0,56.9
ORD-100707,2022-01-10,2022-01-12,First Class,CUST-9477,Customer 877,Consumer,United States,Miami,Texas,36411,Central,PROD-2740,Furniture,Tables,Product 474,213.37,5,0.2,-3.11
ORD-100708,2024-04-05,2024-04-06,Same Day,CUST-7926,Customer 41,Corporate,United States,Houston,Illinois,39586,South,PROD-8613,Office Supplies,Binders,Product 182,98.28,4,0.1,12.31
ORD-100709,2022-08-28,2022-09-04,Second Class,CUST-6812,Customer 20,Home Office,United States,Miami,Florida,48582,Central,PROD-6226,Office Supplies,Paper,Product 372,100.63,8,0.2,-2.91
ORD-100710,2021-12-05,2021-12-10,First Class,CUST-5571,Customer 6,Home Office,United States,Los Angeles,Texas,57543,West,PROD-1703,Office Supplies,Accessories,Product 226,780.47,6,0.1,-34.03
ORD-100711,2024-11-01,2024-11-02,First Class,CUST-9779,Customer 467,Consumer,United States,Los Angeles,California,61376,West,PROD-4843,Technology,Accessories,Product 104,947.72,10,0.0,85.75
ORD-100712,2024-11-02,2024-11-03,First Class,CUST-8066,Customer 660,Corporate,United States,Los Angeles,Texas,15700,East,PROD-5921,Office Supplies,Storage,Product 91,335.21,6,0.05,16.25
ORD-100713,2024-01-04,2024-01-05,Standard Class,CUST-1935,Customer 761,Corporate,United States,Miami,Florida,69953,Central,PROD-5557,Office Supplies,Storage,Product 6,114.53,8,0.2,-0.33
ORD-100714,2024-11-14,2024-11-19,First Class,CUST-3409,Customer 929,Corporate,United States,Los Angeles,Florida,14427,South,PROD-8827,Furniture,Chairs,Product 218,958.34,1,0.0,158.04
ORD-100715,2022-07-16,2022-07-19,Standard Class,CUST-6040,Customer 939,Home Office,United States,Houston,Florida,42821,West,PROD-1264,Technology,Copiers,Product 454,132.5,10,0.2,-10.11
ORD-100716,2021-03-16,2021-03-23,First Class,CUST-2135,Customer 152,Corporate,United States,Houston,New York,67294,West,PROD-9564,Office Supplies,Storage,Product 27,37.22,10,0.1,6.08
ORD-100717,2022-10-05,2022-10-10,Second Class,CUST-5494,Customer 440,Home Office,United States,New York City,Texas,14001,Central,PROD-8417,Furniture,Tables,Product 464,243.87,5,0.05,17.59
ORD-100718,2023-08-01,2023-08-05,Second Class,CUST-9238,Customer 864,Consumer,United States,New York City,California,81940,Central,PROD-8546,Furniture,Tables,Product 425,756.89,3,0.2,-101.81
ORD-100719,2022-04-04,2022-04-10,Standard Class,CUST-8497,Customer 939,Home Office,United States,New York City,New York,75612,South,PROD-3480,Office Supplies,Paper,Product 110,140.37,6,0.1,8.56
ORD-100720,2024-09-23,2024-09-30,First Class,CUST-8316,Customer 543,Consumer,United States,Chicago,Florida,99428,South,PROD-3169,Furniture,Tables,Product 465,364.6,9,0.1,30.14
ORD-100721,2023-12-25,2024-01-01,First Class,CUST-7862,Customer 722,Corporate,United States,Chicago,Texas,81309,East,PROD-1205,Office Supplies,Binders,Product 334,391.44,1,0.0,78.67
ORD-100722,2022-09-23,2022-09-26,First Class,CUST-6246,Customer 568,Consumer,United States,Los Angeles,New York,44428,West,PROD-7284,Technology,Accessories,Product 333,884.29,6,0.05,46.39
ORD-100723,2023-11-23,2023-11-29,Standard Class,CUST-7231,Customer 579,Home Office,United States,Houston,California,65344,East,PROD-9149,Furniture,Tables,Product 442,956.38,8,0.05,62.63
ORD-100724,2024-10-13,2024-10-19,Second Class,CUST-3577,Customer 124,Home Office,United States,Chicago,California,36372,East,PROD-9823,Furniture,Chairs,Product 215,180.06,9,0.0,22.84
ORD-100725,2021-01-12,2021-01-19,First Class,CUST-8125,Customer 20,Consumer,United States,Los Angeles,California,58372,East,PROD-7881,Technology,Machines,Product 316,797.5,10,0.0,121.17
ORD-100726,2021-03-31,2021-04-02,Same Day,CUST-3958,Customer 941,Home Office,United States,New York City,Illinois,74458,West,PROD-9600,Office Supplies,Storage,Product 43,900.14,7,0.1,66.01
ORD-100727,2024-09-29,2024-10-01,Same Day,CUST-1394,Customer 771,Corporate,United States,Houston,Texas,86710,West,PROD-2562,Furniture,Bookcases,Product 365,194.38,1,0.2,-2.89
ORD-100728,2022-11-27,2022-12-01,Same Day,CUST-4104,Customer 905,Corporate,United States,Los Angeles,Illinois,29244,West,PROD-4214,Furniture,Bookcases,Product 91,757.31,5,0.2,-98.5
ORD-100729,2021-09-09,2021-09-11,Second Class,CUST-2470,Customer 803,Home Office,United States,New York City,Florida,99047,South,PROD-4996,Furniture,Chairs,Product 236,393.03,4,0.1,66.09
ORD-100730,2023-01-19,2023-01-22,Same Day,CUST-2053,Customer 461,Corporate,United States,Miami,New York,79729,Central,PROD-2557,Office Supplies,Storage,Product 311,494.58,1,0.05,113.33
ORD-100731,2023-09-16,2023-09-17,Same Day,CUST-7049,Customer 186,Home Office,United States,Chicago,Florida,65448,East,PROD-7348,Technology,Phones,Product 33,916.58,4,0.0,164.99
ORD-100732,2022-03-23,2022-03-25,Second Class,CUST-7163,Customer 341,Home Office,United States,Miami,Florida,72279,East,PROD-5342,Office Supplies,Storage,Product 170,657.55,3,0.05,14.35
ORD-100733,2023-11-12,2023-11-16,First Class,CUST-2471,Customer 15,Home Office,United States,Chicago,Texas,27173,South,PROD-7354,Office Supplies,Binders,Product 173,912.93,2,0.0,209.67
ORD-100734,2021-08-25,2021-08-30,Same Day,CUST-6870,Customer 945,Corporate,United States,New York City,Florida,17124,West,PROD-5529,Office Supplies,Binders,Product 1,860.58,4,0.05,58.84
ORD-100735,2021-01-17,2021-01-19,Same Day,CUST-2587,Customer 415,Home Office,United States,Houston,Texas,35281,East,PROD-8737,Office Supplies,Paper,Product 34,87.72,2,0.05,5.06
ORD-100736,2021-08-11,2021-08-16,First Class,CUST-7900,Customer 231,Consumer,United States,New York City,California,15017,South,PROD-4094,Furniture,Bookcases,Product 155,361.76,7,0.0,63.91
ORD-100737,2024-08-20,2024-08-25,Standard Class,CUST-4564,Customer 880,Home Office,United States,Los Angeles,Florida,28859,Central,PROD-8049,Technology,Copiers,Product 1,568.92,5,0.0,169.73
ORD-100738,2022-03-23,2022-03-26,Second Class,CUST-2518,Customer 210,Home Office,United States,Miami,California,93144,East,PROD-1842,Furniture,Furnishings,Product 312,335.61,8,0.1,34.42
ORD-100739,2022-12-20,2022-12-25,Same Day,CUST-5985,Customer 872,Consumer,United States,Miami,Florida,19434,West,PROD-8389,Technology,Machines,Product 457,862.41,10,0.05,209.94
ORD-100740,2021-10-09,2021-10-10,First Class,CUST-2541,Customer 949,Corporate,United States,Chicago,California,86572,South,PROD-9655,Furniture,Furnishings,Product 148,32.19,9,0.2,-0.33
ORD-100741,2021-06-10,2021-06-13,First Class,CUST-3944,Customer 606,Consumer,United States,New York City,Florida,79118,Central,PROD-6370,Furniture,Furnishings,Product 372,750.63,9,0.0,201.81
ORD-100742,2023-11-22,2023-11-26,Standard Class,CUST-7849,Customer 669,Home Office,United States,Los Angeles,New York,81192,Central,PROD-2507,Technology,Machines,Product 418,620.34,10,0.1,56.72
ORD-100743,2024-11-20,2024-11-21,Standard Class,CUST-5313,Customer 722,Consumer,United States,Los Angeles,Texas,69015,East,PROD-9981,Technology,Phones,Product 230,812.63,3,0.05,45.79
ORD-100744,2022-09-08,2022-09-10,First Class,CUST-2277,Customer 195,Corporate,United States,Los Angeles,Texas,74319,West,PROD-9485,Furniture,Furnishings,Product 235,79.32,5,0.1,4.99
ORD-100745,2024-06-26,2024-07-02,Standard Class,CUST-5683,Customer 525,Corporate,United States,Los Angeles,Florida,59499,East,PROD-9936,Technology,Accessories,Product 244,745.49,10,0.2,63.01
ORD-100746,2021-02-12,2021-02-16,First Class,CUST-3959,Customer 420,Consumer,United States,Chicago,New York,47489,South,PROD-7539,Office Supplies,Storage,Product 138,923.8,8,0.05,159.45
ORD-100747,2021-03-23,2021-03-27,Same Day,CUST-5833,Customer 68,Corporate,United States,Houston,Texas,23010,Central,PROD-5278,Technology,Phones,Product 196,54.85,7,0.0,5.86
ORD-100748,2021-04-13,2021-04-20,Second Class,CUST-2949,Customer 404,Consumer,United States,Chicago,Florida,33844,South,PROD-6878,Furniture,Furnishings,Product 418,467.41,5,0.0,88.61
ORD-100749,2022-12-23,2022-12-27,Standard Class,CUST-2049,Customer 527,Home Office,United States,Los Angeles,New York,79219,West,PROD-1122,Technology,Accessories,Product 137,250.94,10,0.2,-23.45
ORD-100750,2023-07-05,2023-07-06,First Class,CUST-7885,Customer 756,Corporate,United States,Miami,Illinois,92490,East,PROD-7352,Technology,Accessories,Product 77,298.18,9,0.2,-33.69
ORD-100751,2023-06-28,2023-07-04,Standard Class,CUST-2462,Customer 722,Consumer,United States,New York City,New York,23799,East,PROD-8641,Office Supplies,Paper,Product 398,990.31,8,0.1,-6.17
ORD-100752,2023-01-26,2023-02-02,Standard Class,CUST-5104,Customer 309,Home Office,United States,Chicago,New York,93502,West,PROD-5270,Office Supplies,Accessories,Product 410,419.01,3,0.2,35.1
ORD-100753,2023-11-27,2023-11-29,Second Class,CUST-6083,Customer 734,Home Office,United States,Chicago,New York,61494,Central,PROD-7970,Office Supplies,Binders,Product 487,665.06,7,0.0,154.09
ORD-100754,2023-07-19,2023-07-26,Standard Class,CUST-6876,Customer 798,Home Office,United States,Los Angeles,Florida,27637,South,PROD-2048,Furniture,Furnishings,Product 162,781.86,10,0.1,81.86
ORD-100755,2021-10-19,2021-10-20,Second Class,CUST-1844,Customer 436,Home Office,United States,New York City,Illinois,50059,East,PROD-7533,Office Supplies,Accessories,Product 471,665.06,10,0.0,114.84
ORD-100756,2021-03-22,2021-03-29,Standard Class,CUST-5366,Customer 457,Corporate,United States,Los Angeles,Florida,78676,Central,PROD-9864,Furniture,Chairs,Product 274,205.6,3,0.05,44.4
ORD-100757,2021-01-22,2021-01-29,Same Day,CUST-7381,Customer 455,Consumer,United States,Los Angeles,New York,58048,West,PROD-8072,Technology,Copiers,Product 489,177.18,8,0.2,10.59
ORD-100758,2021-09-14,2021-09-20,Standard Class,CUST-8542,Customer 324,Corporate,United States,Miami,California,98394,South,PROD-4890,Technology,Copiers,Product 105,971.43,2,0.1,129.45
ORD-100759,2024-12-10,2024-12-15,First Class,CUST-7514,Customer 47,Consumer,United States,New York City,Florida,42909,West,PROD-7003,Office Supplies,Paper,Product 281,793.58,3,0.05,28.38
ORD-100760,2021-01-25,2021-01-26,Second Class,CUST-4747,Customer 721,Consumer,United States,Los Angeles,California,51295,South,PROD-3038,Technology,Copiers,Product 495,520.09,3,0.05,6.33
ORD-100761,2022-12-27,2023-01-03,Standard Class,CUST-8690,Customer 908,Home Office,United States,New York City,Texas,85647,West,PROD-2341,Office Supplies,Paper,Product 144,747.29,10,0.1,114.14
ORD-100762,2022-08-07,2022-08-08,Standard Class,CUST-8310,Customer 648,Consumer,United States,New York City,Florida,33140,Central,PROD-4209,Technology,Phones,Product 380,36.62,9,0.1,0.43
ORD-100763,2021-02-08,2021-02-09,Standard Class,CUST-6520,Customer 564,Home Office,United States,Miami,Texas,76363,West,PROD-2716,Office Supplies,Paper,Product 107,347.01,2,0.2,-24.33
ORD-100764,2024-02-26,2024-02-29,First Class,CUST-1371,Customer 462,Corporate,United States,Miami,California,28403,West,PROD-3676,Technology,Accessories,Product 296,596.94,4,0.0,92.4
ORD-100765,2021-07-01,2021-07-04,Same Day,CUST-8292,Customer 156,Corporate,United States,Houston,California,91055,South,PROD-2541,Furniture,Tables,Product 463,349.61,9,0.1,66.27
ORD-100766,2023-10-18,2023-10-19,First Class,CUST-6638,Customer 345,Corporate,United States,New York City,Texas,44495,West,PROD-7702,Office Supplies,Binders,Product 381,697.86,4,0.1,0.79
ORD-100767,2021-07-10,2021-07-12,Same Day,CUST-4453,Customer 489,Home Office,United States,Miami,Illinois,80831,Central,PROD-5794,Technology,Machines,Product 465,506.01,6,0.05,116.89
ORD-100768,2022-11-11,2022-11-15,Standard Class,CUST-5184,Customer 469,Home Office,United States,Chicago,Illinois,33224,South,PROD-3856,Furniture,Furnishings,Product 18,195.9,1,0.0,16.74
ORD-100769,2022-10-03,2022-10-09,Same Day,CUST-4439,Customer 78,Corporate,United States,Chicago,California,69275,South,PROD-3824,Office Supplies,Paper,Product 110,124.36,7,0.2,-18.38
ORD-100770,2021-06-07,2021-06-10,Second Class,CUST-5036,Customer 620,Home Office,United States,Los Angeles,Illinois,20563,East,PROD-5613,Technology,Copiers,Product 479,454.3,5,0.1,43.14
ORD-100771,2023-03-29,2023-04-02,First Class,CUST-7665,Customer 943,Corporate,United States,Houston,Illinois,28685,West,PROD-6000,Technology,Accessories,Product 341,194.66,7,0.0,43.01
ORD-100772,2024-06-18,2024-06-20,Second Class,CUST-6378,Customer 533,Corporate,United States,Houston,Illinois,63181,South,PROD-8211,Office Supplies,Accessories,Product 296,417.4,6,0.05,33.43
ORD-100773,2021-09-13,2021-09-16,Standard Class,CUST-7134,Customer 577,Consumer,United States,New York City,New York,52602,South,PROD-3348,Technology,Machines,Product 404,200.4,3,0.2,-13.21
ORD-100774,2023-11-14,2023-11-18,First Class,CUST-7247,Customer 390,Home Office,United States,Houston,Texas,99219,South,PROD-4707,Furniture,Furnishings,Product 341,409.36,6,0.2,-48.79
ORD-100775,2022-05-29,2022-06-01,Second Class,CUST-1644,Customer 473,Corporate,United States,Los Angeles,Florida,10279,South,PROD-1294,Technology,Copiers,Product 96,438.25,8,0.1,85.71
ORD-100776,2024-08-10,2024-08-14,Standard Class,CUST-4026,Customer 401,Corporate,United States,New York City,New York,90000,East,PROD-1958,Technology,Phones,Product 294,285.18,6,0.0,81.91
ORD-100777,2023-03-27,2023-03-29,Standard Class,CUST-2119,Customer 202,Corporate,United States,Los Angeles,Illinois,78436,East,PROD-9039,Technology,Phones,Product 203,769.45,5,0.2,-49.96
ORD-100778,2024-11-02,2024-11-07,Second Class,CUST-2999,Customer 60,Consumer,United States,New York City,Florida,56354,Central,PROD-7953,Furniture,Tables,Product 167,536.31,1,0.2,-19.53
ORD-100779,2024-05-01,2024-05-02,Same Day,CUST-3590,Customer 18,Corporate,United States,Los Angeles,California,94846,East,PROD-2456,Technology,Accessories,Product 397,484.18,2,0.1,96.18
ORD-100780,2023-10-28,2023-11-04,First Class,CUST-7956,Customer 901,Home Office,United States,Los Angeles,New York,35987,East,PROD-6379,Furniture,Chairs,Product 409,754.2,4,0.0,74.8
ORD-100781,2023-03-16,2023-03-17,First Class,CUST-2310,Customer 489,Consumer,United States,Chicago,Illinois,97640,Central,PROD-5614,Office Supplies,Storage,Product 169,267.81,2,0.1,22.65
ORD-100782,2024-03-08,2024-03-13,First Class,CUST-3176,Customer 264,Consumer,United States,New York City,New York,36942,South,PROD-2665,Office Supplies,Accessories,Product 254,541.88,8,0.1,102.88
ORD-100783,2022-10-26,2022-10-28,Second Class,CUST-2653,Customer 327,Consumer,United States,New York City,Texas,20618,East,PROD-6958,Technology,Copiers,Product 162,340.2,9,0.1,59.24
ORD-100784,2023-01-21,2023-01-26,Second Class,CUST-3782,Customer 516,Corporate,United States,Miami,Illinois,19670,West,PROD-4823,Technology,Accessories,Product 309,657.92,9,0.2,-58.97
ORD-100785,2023-09-28,2023-10-02,First Class,CUST-5411,Customer 813,Home Office,United States,Chicago,Texas,23119,Central,PROD-5268,Office Supplies,Accessories,Product 104,687.97,7,0.1,-31.27
ORD-100786,2024-02-27,2024-02-29,First Class,CUST-9857,Customer 429,Consumer,United States,Los Angeles,New York,68366,Central,PROD-9059,Technology,Machines,Product 377,663.63,5,0.1,33.15
ORD-100787,2021-07-15,2021-07-18,Second Class,CUST-2124,Customer 475,Home Office,United States,New York City,California,83044,South,PROD-8265,Office Supplies,Storage,Product 329,889.32,9,0.1,67.27
ORD-100788,2023-08-14,2023-08-20,Same Day,CUST-2002,Customer 523,Home Office,United States,Chicago,California,17592,South,PROD-5099,Furniture,Furnishings,Product 21,865.28,6,0.05,211.47
ORD-100789,2022-06-30,2022-07-04,First Class,CUST-9239,Customer 111,Corporate,United States,Miami,California,47025,Central,PROD-8314,Office Supplies,Paper,Product 160,270.46,7,0.1,23.85
ORD-100790,2024-08-13,2024-08-19,Second Class,CUST-3066,Customer 991,Consumer,United States,Houston,Florida,56370,South,PROD-1864,Office Supplies,Storage,Product 87,333.11,10,0.2,-32.86
ORD-100791,2023-07-15,2023-07-16,Same Day,CUST-3616,Customer 959,Consumer,United States,Chicago,Texas,46614,East,PROD-7143,Technology,Copiers,Product 404,132.19,4,0.05,22.28
ORD-100792,2024-05-12,2024-05-15,Second Class,CUST-9422,Customer 761,Home Office,United States,New York City,Florida,27637,Central,PROD-8703,Technology,Machines,Product 425,833.9,2,0.0,127.57
ORD-100793,2024-12-20,2024-12-25,Second Class,CUST-2825,Customer 897,Corporate,United States,Los Angeles,New York,94899,West,PROD-7441,Furniture,Furnishings,Product 347,381.76,6,0.05,74.24
ORD-100794,2021-09-20,2021-09-25,Same Day,CUST-5947,Customer 739,Corporate,United States,Houston,California,76754,Central,PROD-8694,Office Supplies,Binders,Product 380,528.69,5,0.05,87.57
ORD-100795,2021-04-30,2021-05-02,Standard Class,CUST-7471,Customer 423,Consumer,United States,Houston,Illinois,78368,Central,PROD-9224,Furniture,Bookcases,Product 189,488.14,8,0.05,32.44
ORD-100796,2023-08-29,2023-09-01,Same Day,CUST-6632,Customer 373,Home Office,United States,Miami,California,20593,Central,PROD-6688,Furniture,Bookcases,Product 391,964.46,6,0.0,142.19
ORD-100797,2021-04-08,2021-04-12,First Class,CUST-7903,Customer 481,Home Office,United States,Chicago,New York,16404,Central,PROD-1911,Furniture,Bookcases,Product 328,948.98,10,0.05,175.48
ORD-100798,2023-09-04,2023-09-09,Standard Class,CUST-5752,Customer 36,Consumer,United States,Chicago,Illinois,11427,Central,PROD-2048,Office Supplies,Binders,Product 58,617.77,1,0.05,153.07
ORD-100799,2022-10-27,2022-10-30,Standard Class,CUST-9697,Customer 978,Consumer,United States,Chicago,Florida,29518,Central,PROD-1781,Office Supplies,Paper,Product 204,385.32,8,0.2,-6.36
ORD-100800,2021-06-21,2021-06-28,Same Day,CUST-1487,Customer 253,Corporate,United States,Miami,Florida,49451,Central,PROD-5300,Technology,Phones,Product 2,880.96,7,0.05,202.6
ORD-100801,2023-03-20,2023-03-24,Standard Class,CUST-5594,Customer 157,Consumer,United States,Los Angeles,New York,54899,South,PROD-1652,Furniture,Furnishings,Product 355,211.51,7,0.1,-6.95
